Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0042098	T cell proliferation	 	7.815E-5	1.715E-1	1.429E-3	1.182E-2	6	303	ANXA1,TNFSF13B,CCR7,IL6ST,LGALS3,TNFRSF4
GO: Biological Process	GO:0030595	leukocyte chemotaxis	 	7.815E-5	1.715E-1	1.429E-3	1.182E-2	6	303	SELL,ANXA1,RPS19,CCR6,CCR7,LGALS3
GO: Biological Process	GO:0045597	positive regulation of cell differentiation	 	8.097E-5	1.776E-1	1.468E-3	1.214E-2	11	1183	VIM,CD27,HOPX,ANXA1,TMSB4X,CCR7,LEF1,LGALS1,IL6ST,LGALS3,IL7R
GO: Biological Process	GO:0002683	negative regulation of immune system process	 	9.497E-5	2.084E-1	1.708E-3	1.413E-2	8	619	ANXA1,B2M,RPS19,LYAR,KLRB1,LGALS3,IL7R,TNFRSF4
GO: Biological Process	GO:0097529	myeloid leukocyte migration	 	1.002E-4	2.198E-1	1.787E-3	1.478E-2	6	317	SELL,ANXA1,MYO1F,RPS19,CCR7,LGALS3
GO: Biological Process	GO:0097435	supramolecular fiber organization	 	1.106E-4	2.426E-1	1.948E-3	1.611E-2	10	1013	VIM,S100A10,ANXA2,B2M,MYO1F,TMSB4X,TMSB10,CCR7,MARCKSL1,ACTN1
GO: Biological Process	GO:0050670	regulation of lymphocyte proliferation	 	1.110E-4	2.435E-1	1.948E-3	1.611E-2	6	323	ANXA1,TNFSF13B,CCR7,IL6ST,LGALS3,TNFRSF4
GO: Biological Process	GO:0050671	positive regulation of lymphocyte proliferation	 	1.146E-4	2.514E-1	1.996E-3	1.651E-2	5	202	ANXA1,TNFSF13B,CCR7,IL6ST,TNFRSF4
GO: Biological Process	GO:0032944	regulation of mononuclear cell proliferation	 	1.187E-4	2.605E-1	2.051E-3	1.696E-2	6	327	ANXA1,TNFSF13B,CCR7,IL6ST,LGALS3,TNFRSF4
GO: Biological Process	GO:0001906	cell killing	 	1.207E-4	2.649E-1	2.057E-3	1.701E-2	6	328	B2M,RPS19,CTSH,KLRB1,LGALS3,IL7R
GO: Biological Process	GO:0051707	response to other organism	 	1.211E-4	2.658E-1	2.057E-3	1.701E-2	14	1951	S100A6,VIM,ANXA1,B2M,MYO1F,FOXP1,RPS19,TMSB10,CCR7,LYAR,PTGER2,KLRB1,LGALS3,IL7R
GO: Biological Process	GO:0002262	myeloid cell homeostasis	 	1.227E-4	2.693E-1	2.057E-3	1.701E-2	6	329	RPLP1,ANXA1,B2M,RPS19,RPS27,LYAR
GO: Biological Process	GO:0032946	positive regulation of mononuclear cell proliferation	 	1.228E-4	2.694E-1	2.057E-3	1.701E-2	5	205	ANXA1,TNFSF13B,CCR7,IL6ST,TNFRSF4
GO: Biological Process	GO:0043207	response to external biotic stimulus	 	1.238E-4	2.717E-1	2.058E-3	1.702E-2	14	1955	S100A6,VIM,ANXA1,B2M,MYO1F,FOXP1,RPS19,TMSB10,CCR7,LYAR,PTGER2,KLRB1,LGALS3,IL7R
GO: Biological Process	GO:0006959	humoral immune response	 	1.248E-4	2.738E-1	2.059E-3	1.703E-2	6	330	B2M,RPS19,TMSB10,CCR6,CCR7,LGALS3
GO: Biological Process	GO:0001817	regulation of cytokine production	 	1.352E-4	2.965E-1	2.213E-3	1.830E-2	10	1038	CD27,ANXA1,B2M,TMSB4X,FOXP1,LTB,CCR7,LEF1,IL6ST,TNFRSF4
GO: Biological Process	GO:0097530	granulocyte migration	 	1.406E-4	3.084E-1	2.284E-3	1.889E-2	5	211	SELL,ANXA1,MYO1F,CCR7,LGALS3
GO: Biological Process	GO:0010634	positive regulation of epithelial cell migration	 	1.501E-4	3.294E-1	2.422E-3	2.003E-2	5	214	ANXA1,TMSB4X,FOXP1,CCR6,CTSH
GO: Biological Process	GO:1905684	regulation of plasma membrane repair	 	1.531E-4	3.358E-1	2.451E-3	2.027E-2	2	8	S100A10,ANXA2
GO: Biological Process	GO:0009607	response to biotic stimulus	 	1.562E-4	3.427E-1	2.483E-3	2.054E-2	14	1998	S100A6,VIM,ANXA1,B2M,MYO1F,FOXP1,RPS19,TMSB10,CCR7,LYAR,PTGER2,KLRB1,LGALS3,IL7R
GO: Biological Process	GO:0045185	maintenance of protein location	 	1.594E-4	3.498E-1	2.516E-3	2.081E-2	4	115	TMSB4X,TMSB10,LGALS1,LGALS3
GO: Biological Process	GO:0051094	positive regulation of developmental process	 	1.651E-4	3.621E-1	2.587E-3	2.139E-2	13	1755	VIM,CD27,HOPX,ANXA1,TNFSF13B,TMSB4X,CCR7,LEF1,CTSH,LGALS1,IL6ST,LGALS3,IL7R
GO: Biological Process	GO:0042254	ribosome biogenesis	 	1.666E-4	3.655E-1	2.592E-3	2.144E-2	6	348	RPLP0,RPS19,RPSA,RPS27,LYAR,RPL10
GO: Biological Process	GO:0070665	positive regulation of leukocyte proliferation	 	1.819E-4	3.991E-1	2.804E-3	2.319E-2	5	223	ANXA1,TNFSF13B,CCR7,IL6ST,TNFRSF4
GO: Biological Process	GO:0070663	regulation of leukocyte proliferation	 	1.827E-4	4.009E-1	2.804E-3	2.319E-2	6	354	ANXA1,TNFSF13B,CCR7,IL6ST,LGALS3,TNFRSF4
GO: Biological Process	GO:0042063	gliogenesis	 	1.882E-4	4.130E-1	2.868E-3	2.372E-2	7	510	S100A4,S100A6,VIM,ANXA1,LEF1,IL6ST,IL7R
GO: Biological Process	GO:2001200	positive regulation of dendritic cell differentiation	 	1.965E-4	4.311E-1	2.953E-3	2.442E-2	2	9	LGALS1,LGALS3
GO: Biological Process	GO:0045627	positive regulation of T-helper 1 cell differentiation	 	1.965E-4	4.311E-1	2.953E-3	2.442E-2	2	9	ANXA1,CCR7
GO: Biological Process	GO:0033209	tumor necrosis factor-mediated signaling pathway	 	2.001E-4	4.390E-1	2.986E-3	2.470E-2	4	122	TNFSF13B,TMSB4X,TNFRSF18,TNFRSF4
GO: Biological Process	GO:1902624	positive regulation of neutrophil migration	 	2.015E-4	4.420E-1	2.987E-3	2.470E-2	3	48	SELL,MYO1F,CCR7
GO: Biological Process	GO:0045824	negative regulation of innate immune response	 	2.065E-4	4.530E-1	3.040E-3	2.514E-2	4	123	B2M,RPS19,LYAR,KLRB1
GO: Biological Process	GO:0071674	mononuclear cell migration	 	2.186E-4	4.796E-1	3.190E-3	2.638E-2	5	232	ANXA1,RPS19,CCR6,CCR7,LGALS3
GO: Biological Process	GO:0007015	actin filament organization	 	2.195E-4	4.817E-1	3.190E-3	2.638E-2	7	523	S100A10,MYO1F,TMSB4X,TMSB10,CCR7,MARCKSL1,ACTN1
GO: Biological Process	GO:0033077	T cell differentiation in thymus	 	2.334E-4	5.121E-1	3.369E-3	2.786E-2	4	127	B2M,CCR6,CCR7,IL7R
GO: Biological Process	GO:0051241	negative regulation of multicellular organismal process	 	2.354E-4	5.165E-1	3.376E-3	2.792E-2	12	1571	TIMP1,ANXA1,ANXA2,B2M,TMSB4X,FOXP1,RPS19,CCR7,LEF1,YWHAH,LGALS3,TNFRSF4
GO: Biological Process	GO:0046631	alpha-beta T cell activation	 	2.412E-4	5.293E-1	3.437E-3	2.843E-2	5	237	ANXA1,FOXP1,CCR6,CCR7,LEF1
GO: Biological Process	GO:0010756	positive regulation of plasminogen activation	 	2.452E-4	5.381E-1	3.449E-3	2.853E-2	2	10	S100A10,ANXA2
GO: Biological Process	GO:1900122	positive regulation of receptor binding	 	2.452E-4	5.381E-1	3.449E-3	2.853E-2	2	10	ANXA2,B2M
GO: Biological Process	GO:0002443	leukocyte mediated immunity	 	2.521E-4	5.531E-1	3.523E-3	2.914E-2	7	535	CD27,B2M,MYO1F,CCR6,CTSH,KLRB1,IL7R
GO: Biological Process	GO:0045622	regulation of T-helper cell differentiation	 	2.557E-4	5.611E-1	3.551E-3	2.937E-2	3	52	ANXA1,CCR6,CCR7
GO: Biological Process	GO:0140236	translation at presynapse	 	2.706E-4	5.937E-1	3.734E-3	3.088E-2	3	53	RPLP0,RPS27,RPL10
GO: Biological Process	GO:0042060	wound healing	 	2.759E-4	6.052E-1	3.783E-3	3.129E-2	7	543	VIM,S100A10,TIMP1,ANXA1,ANXA2,ACTN1,IL6ST
GO: Biological Process	GO:0140241	translation at synapse	 	2.861E-4	6.276E-1	3.874E-3	3.204E-2	3	54	RPLP0,RPS27,RPL10
GO: Biological Process	GO:0140242	translation at postsynapse	 	2.861E-4	6.276E-1	3.874E-3	3.204E-2	3	54	RPLP0,RPS27,RPL10
GO: Biological Process	GO:0010001	glial cell differentiation	 	2.993E-4	6.566E-1	4.004E-3	3.312E-2	6	388	S100A4,S100A6,VIM,LEF1,IL6ST,IL7R
GO: Biological Process	GO:0072679	thymocyte migration	 	2.993E-4	6.566E-1	4.004E-3	3.312E-2	2	11	CCR6,CCR7
GO: Biological Process	GO:0097190	apoptotic signaling pathway	 	3.044E-4	6.678E-1	4.047E-3	3.347E-2	8	734	CD27,RPS19,LTB,PTGER2,CTSH,CRIP1,LGALS3,TNFRSF4
GO: Biological Process	GO:0050767	regulation of neurogenesis	 	3.183E-4	6.984E-1	4.205E-3	3.478E-2	7	556	VIM,S100A10,ANXA2,B2M,LEF1,YWHAH,IL6ST
GO: Biological Process	GO:0042129	regulation of T cell proliferation	 	3.201E-4	7.023E-1	4.205E-3	3.478E-2	5	252	ANXA1,TNFSF13B,CCR7,IL6ST,LGALS3
GO: Biological Process	GO:0030218	erythrocyte differentiation	 	3.260E-4	7.152E-1	4.257E-3	3.521E-2	5	253	RPLP1,B2M,RPS19,RPS27,LYAR
GO: Biological Process	GO:0022618	protein-RNA complex assembly	 	3.380E-4	7.415E-1	4.388E-3	3.629E-2	5	255	RPLP0,RPS19,RPSA,RPS27,RPL10
GO: Biological Process	GO:0002449	lymphocyte mediated immunity	 	3.428E-4	7.520E-1	4.424E-3	3.659E-2	6	398	CD27,B2M,CCR6,CTSH,KLRB1,IL7R
GO: Biological Process	GO:0031295	T cell costimulation	 	3.535E-4	7.755E-1	4.509E-3	3.729E-2	3	58	TNFSF13B,CCR7,LGALS1
GO: Biological Process	GO:0042088	T-helper 1 type immune response	 	3.535E-4	7.755E-1	4.509E-3	3.729E-2	3	58	ANXA1,CCR7,LEF1
GO: Biological Process	GO:2000510	positive regulation of dendritic cell chemotaxis	 	3.586E-4	7.868E-1	4.522E-3	3.740E-2	2	12	CCR6,CCR7
GO: Biological Process	GO:0042989	sequestering of actin monomers	 	3.586E-4	7.868E-1	4.522E-3	3.740E-2	2	12	TMSB4X,TMSB10
GO: Biological Process	GO:0044403	biological process involved in symbiotic interaction	 	3.663E-4	8.037E-1	4.593E-3	3.798E-2	6	403	ANXA2,RPSA,LEF1,LGALS1,EEF1A1,TNFRSF4
GO: Biological Process	GO:0009611	response to wounding	 	3.843E-4	8.432E-1	4.791E-3	3.962E-2	8	760	VIM,S100A10,TIMP1,ANXA1,ANXA2,TMSB10,ACTN1,IL6ST
GO: Biological Process	GO:0071826	protein-RNA complex organization	 	3.893E-4	8.542E-1	4.816E-3	3.983E-2	5	263	RPLP0,RPS19,RPSA,RPS27,RPL10
GO: Biological Process	GO:0031294	lymphocyte costimulation	 	3.907E-4	8.572E-1	4.816E-3	3.983E-2	3	60	TNFSF13B,CCR7,LGALS1
GO: Biological Process	GO:0034101	erythrocyte homeostasis	 	4.100E-4	8.996E-1	5.000E-3	4.136E-2	5	266	RPLP1,B2M,RPS19,RPS27,LYAR
GO: Biological Process	GO:0006968	cellular defense response	 	4.102E-4	9.001E-1	5.000E-3	4.136E-2	3	61	B2M,CCR6,TNFRSF4
GO: Biological Process	GO:0001765	membrane raft assembly	 	4.232E-4	9.284E-1	5.087E-3	4.207E-2	2	13	S100A10,ANXA2
GO: Biological Process	GO:0045625	regulation of T-helper 1 cell differentiation	 	4.232E-4	9.284E-1	5.087E-3	4.207E-2	2	13	ANXA1,CCR7
GO: Biological Process	GO:0071356	cellular response to tumor necrosis factor	 	4.243E-4	9.309E-1	5.087E-3	4.207E-2	5	268	TNFSF13B,TMSB4X,FOXP1,TNFRSF18,TNFRSF4
GO: Biological Process	GO:0098542	defense response to other organism	 	4.653E-4	1.000E0	5.548E-3	4.588E-2	11	1445	VIM,ANXA1,B2M,MYO1F,FOXP1,RPS19,TMSB10,LYAR,KLRB1,LGALS3,IL7R
GO: Biological Process	GO:0097028	dendritic cell differentiation	 	4.726E-4	1.000E0	5.604E-3	4.635E-2	3	64	CCR7,LGALS1,LGALS3
GO: Biological Process	GO:0042102	positive regulation of T cell proliferation	 	4.856E-4	1.000E0	5.727E-3	4.737E-2	4	154	ANXA1,TNFSF13B,CCR7,IL6ST
GO: Biological Process	GO:2000508	regulation of dendritic cell chemotaxis	 	4.929E-4	1.000E0	5.783E-3	4.783E-2	2	14	CCR6,CCR7
GO: Biological Process	GO:0001819	positive regulation of cytokine production	 	5.387E-4	1.000E0	6.287E-3	5.200E-2	7	607	CD27,ANXA1,B2M,FOXP1,LTB,CCR7,IL6ST
GO: Biological Process	GO:1902622	regulation of neutrophil migration	 	5.646E-4	1.000E0	6.555E-3	5.421E-2	3	68	SELL,MYO1F,CCR7
GO: Biological Process	GO:0061515	myeloid cell development	 	6.013E-4	1.000E0	6.943E-3	5.743E-2	4	163	ANXA2,FOXP1,RPS19,LYAR
GO: Biological Process	GO:0034612	response to tumor necrosis factor	 	6.263E-4	1.000E0	7.195E-3	5.951E-2	5	292	TNFSF13B,TMSB4X,FOXP1,TNFRSF18,TNFRSF4
GO: Biological Process	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	 	6.407E-4	1.000E0	7.322E-3	6.056E-2	3	71	ANXA1,CCR6,CCR7
GO: Biological Process	GO:0071863	regulation of cell proliferation in bone marrow	 	6.481E-4	1.000E0	7.367E-3	6.093E-2	2	16	LEF1,LGALS3
GO: Biological Process	GO:0042742	defense response to bacterium	 	6.554E-4	1.000E0	7.412E-3	6.131E-2	6	450	B2M,MYO1F,FOXP1,RPS19,TMSB10,IL7R
GO: Biological Process	GO:0048260	positive regulation of receptor-mediated endocytosis	 	6.675E-4	1.000E0	7.510E-3	6.212E-2	3	72	ANXA2,B2M,CCR7
GO: Biological Process	GO:0014812	muscle cell migration	 	6.734E-4	1.000E0	7.538E-3	6.235E-2	4	168	S100A11,ANXA1,TMSB4X,IL6ST
GO: Biological Process	GO:0009617	response to bacterium	 	6.841E-4	1.000E0	7.619E-3	6.301E-2	9	1043	VIM,B2M,MYO1F,FOXP1,RPS19,TMSB10,CCR7,PTGER2,IL7R
GO: Biological Process	GO:0032655	regulation of interleukin-12 production	 	7.816E-4	1.000E0	8.661E-3	7.163E-2	3	76	FOXP1,LTB,CCR7
GO: Biological Process	GO:0071621	granulocyte chemotaxis	 	8.013E-4	1.000E0	8.834E-3	7.307E-2	4	176	SELL,ANXA1,CCR7,LGALS3
GO: Biological Process	GO:1990266	neutrophil migration	 	8.184E-4	1.000E0	8.903E-3	7.364E-2	4	177	SELL,MYO1F,CCR7,LGALS3
GO: Biological Process	GO:0002832	negative regulation of response to biotic stimulus	 	8.184E-4	1.000E0	8.903E-3	7.364E-2	4	177	B2M,RPS19,LYAR,KLRB1
GO: Biological Process	GO:0001771	immunological synapse formation	 	8.238E-4	1.000E0	8.903E-3	7.364E-2	2	18	CCR7,LGALS3
GO: Biological Process	GO:0071838	cell proliferation in bone marrow	 	8.238E-4	1.000E0	8.903E-3	7.364E-2	2	18	LEF1,LGALS3
GO: Biological Process	GO:0032615	interleukin-12 production	 	8.430E-4	1.000E0	9.066E-3	7.499E-2	3	78	FOXP1,LTB,CCR7
GO: Biological Process	GO:0002702	positive regulation of production of molecular mediator of immune response	 	8.712E-4	1.000E0	9.279E-3	7.675E-2	4	180	CD27,B2M,FOXP1,TNFRSF4
GO: Biological Process	GO:0050921	positive regulation of chemotaxis	 	8.712E-4	1.000E0	9.279E-3	7.675E-2	4	180	SELL,TMSB4X,CCR6,CCR7
GO: Biological Process	GO:0002548	monocyte chemotaxis	 	9.074E-4	1.000E0	9.617E-3	7.955E-2	3	80	ANXA1,RPS19,LGALS3
GO: Biological Process	GO:0051098	regulation of binding	 	9.169E-4	1.000E0	9.650E-3	7.982E-2	6	480	S100A10,HOPX,ANXA2,B2M,TMSB4X,LEF1
GO: Biological Process	GO:0034112	positive regulation of homotypic cell-cell adhesion	 	9.193E-4	1.000E0	9.650E-3	7.982E-2	2	19	LGALS1,IL6ST
GO: Biological Process	GO:0001776	leukocyte homeostasis	 	9.265E-4	1.000E0	9.679E-3	8.006E-2	4	183	ANXA1,TNFSF13B,IL7R,TNFRSF4
GO: Biological Process	GO:0051960	regulation of nervous system development	 	9.387E-4	1.000E0	9.761E-3	8.073E-2	7	667	VIM,S100A10,ANXA2,B2M,LEF1,YWHAH,IL6ST
GO: Biological Process	GO:0030036	actin cytoskeleton organization	 	9.773E-4	1.000E0	1.011E-2	8.365E-2	8	876	S100A10,ANXA1,MYO1F,TMSB4X,TMSB10,CCR7,MARCKSL1,ACTN1
GO: Biological Process	GO:0016444	somatic cell DNA recombination	 	1.010E-3	1.000E0	1.026E-2	8.483E-2	3	83	FOXP1,CCR6,LEF1
GO: Biological Process	GO:0002639	positive regulation of immunoglobulin production	 	1.010E-3	1.000E0	1.026E-2	8.483E-2	3	83	CD27,FOXP1,TNFRSF4
GO: Biological Process	GO:0014911	positive regulation of smooth muscle cell migration	 	1.010E-3	1.000E0	1.026E-2	8.483E-2	3	83	S100A11,TMSB4X,IL6ST
GO: Biological Process	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	 	1.010E-3	1.000E0	1.026E-2	8.483E-2	3	83	FOXP1,CCR6,LEF1
GO: Biological Process	GO:0010755	regulation of plasminogen activation	 	1.020E-3	1.000E0	1.026E-2	8.484E-2	2	20	S100A10,ANXA2
GO: Biological Process	GO:2001198	regulation of dendritic cell differentiation	 	1.020E-3	1.000E0	1.026E-2	8.484E-2	2	20	LGALS1,LGALS3
GO: Biological Process	GO:0019730	antimicrobial humoral response	 	1.024E-3	1.000E0	1.026E-2	8.484E-2	4	188	B2M,RPS19,TMSB10,LGALS3
GO: Biological Process	GO:0006518	peptide metabolic process	 	1.045E-3	1.000E0	1.042E-2	8.618E-2	9	1107	VIM,RPLP0,RPLP1,RPS19,RPSA,RPS27,CTSH,RPL10,EEF1A1
GO: Biological Process	GO:0051129	negative regulation of cellular component organization	 	1.114E-3	1.000E0	1.106E-2	9.147E-2	8	894	VIM,ANXA2,B2M,TMSB4X,TMSB10,YWHAH,LGALS1,LGALS3
GO: Biological Process	GO:0031638	zymogen activation	 	1.119E-3	1.000E0	1.106E-2	9.147E-2	3	86	S100A10,ANXA2,CTSH
GO: Biological Process	GO:1903729	regulation of plasma membrane organization	 	1.126E-3	1.000E0	1.107E-2	9.159E-2	2	21	S100A10,ANXA2
GO: Biological Process	GO:0001913	T cell mediated cytotoxicity	 	1.157E-3	1.000E0	1.133E-2	9.374E-2	3	87	B2M,CTSH,IL7R
GO: Biological Process	GO:0071677	positive regulation of mononuclear cell migration	 	1.196E-3	1.000E0	1.166E-2	9.645E-2	3	88	CCR6,CCR7,LGALS3
GO: Biological Process	GO:0050854	regulation of antigen receptor-mediated signaling pathway	 	1.236E-3	1.000E0	1.195E-2	9.882E-2	3	89	FOXP1,CCR7,LGALS3
GO: Biological Process	GO:0031340	positive regulation of vesicle fusion	 	1.236E-3	1.000E0	1.195E-2	9.882E-2	2	22	ANXA1,ANXA2
GO: Biological Process	GO:0001909	leukocyte mediated cytotoxicity	 	1.263E-3	1.000E0	1.212E-2	1.003E-1	4	199	B2M,CTSH,KLRB1,IL7R
GO: Biological Process	GO:0016032	viral process	 	1.265E-3	1.000E0	1.212E-2	1.003E-1	6	511	ANXA2,RPSA,LEF1,LGALS1,EEF1A1,TNFRSF4
GO: Biological Process	GO:0065003	protein-containing complex assembly	 	1.311E-3	1.000E0	1.250E-2	1.034E-1	12	1901	RPLP0,HOPX,B2M,MT-ND2,TMSB4X,RPS19,TMSB10,RPSA,CCR7,RPS27,RPL10,LGALS3
GO: Biological Process	GO:0030183	B cell differentiation	 	1.335E-3	1.000E0	1.268E-2	1.049E-1	4	202	CD27,TNFSF13B,FOXP1,LGALS1
GO: Biological Process	GO:0033151	V(D)J recombination	 	1.352E-3	1.000E0	1.275E-2	1.054E-1	2	23	FOXP1,LEF1
GO: Biological Process	GO:0046637	regulation of alpha-beta T cell differentiation	 	1.360E-3	1.000E0	1.275E-2	1.054E-1	3	92	ANXA1,CCR6,CCR7
GO: Biological Process	GO:0002200	somatic diversification of immune receptors	 	1.360E-3	1.000E0	1.275E-2	1.054E-1	3	92	FOXP1,CCR6,LEF1
GO: Biological Process	GO:0050729	positive regulation of inflammatory response	 	1.409E-3	1.000E0	1.316E-2	1.088E-1	4	205	RPS19,CCR7,LGALS1,IL6ST
GO: Biological Process	GO:0140694	non-membrane-bounded organelle assembly	 	1.424E-3	1.000E0	1.324E-2	1.095E-1	6	523	RPLP0,RPS19,RPSA,ACTN1,RPS27,RPL10
GO: Biological Process	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	 	1.435E-3	1.000E0	1.328E-2	1.099E-1	4	206	S100A4,LTB,CCR7,LGALS1
GO: Biological Process	GO:0006412	translation	 	1.454E-3	1.000E0	1.340E-2	1.108E-1	8	932	VIM,RPLP0,RPLP1,RPS19,RPSA,RPS27,RPL10,EEF1A1
GO: Biological Process	GO:0001667	ameboidal-type cell migration	 	1.461E-3	1.000E0	1.341E-2	1.109E-1	7	720	TIMP1,ANXA1,TMSB4X,FOXP1,CCR6,LEF1,CTSH
GO: Biological Process	GO:0036035	osteoclast development	 	1.473E-3	1.000E0	1.341E-2	1.109E-1	2	24	ANXA2,FOXP1
GO: Biological Process	GO:0098751	bone cell development	 	1.473E-3	1.000E0	1.341E-2	1.109E-1	2	24	ANXA2,FOXP1
GO: Biological Process	GO:0051130	positive regulation of cellular component organization	 	1.518E-3	1.000E0	1.377E-2	1.139E-1	10	1411	S100A10,HOPX,ANXA1,ANXA2,B2M,CCR7,LYAR,IL6ST,LGALS3,EEF1A1
GO: Biological Process	GO:0060627	regulation of vesicle-mediated transport	 	1.532E-3	1.000E0	1.383E-2	1.144E-1	7	726	S100A10,ANXA1,ANXA2,B2M,CCR7,LYAR,LGALS3
GO: Biological Process	GO:0010632	regulation of epithelial cell migration	 	1.592E-3	1.000E0	1.432E-2	1.184E-1	5	360	ANXA1,TMSB4X,FOXP1,CCR6,CTSH
GO: Biological Process	GO:0022613	ribonucleoprotein complex biogenesis	 	1.614E-3	1.000E0	1.445E-2	1.195E-1	6	536	RPLP0,RPS19,RPSA,RPS27,LYAR,RPL10
GO: Biological Process	GO:0034695	response to prostaglandin E	 	1.729E-3	1.000E0	1.542E-2	1.275E-1	2	26	CCR7,PTGER2
GO: Biological Process	GO:0050871	positive regulation of B cell activation	 	1.777E-3	1.000E0	1.579E-2	1.306E-1	3	101	CD27,TNFSF13B,TNFRSF4
GO: Biological Process	GO:0021782	glial cell development	 	1.795E-3	1.000E0	1.588E-2	1.313E-1	4	219	S100A4,S100A6,VIM,IL7R
GO: Biological Process	GO:0072359	circulatory system development	 	1.813E-3	1.000E0	1.598E-2	1.322E-1	12	1974	HOPX,ANXA1,ANXA2,TMSB4X,FOXP1,MARCKSL1,LEF1,CTSH,CRIP1,LGALS1,LGALS3,EEF1A1
GO: Biological Process	GO:0043043	peptide biosynthetic process	 	1.836E-3	1.000E0	1.611E-2	1.332E-1	8	967	VIM,RPLP0,RPLP1,RPS19,RPSA,RPS27,RPL10,EEF1A1
GO: Biological Process	GO:0045624	positive regulation of T-helper cell differentiation	 	1.864E-3	1.000E0	1.630E-2	1.348E-1	2	27	ANXA1,CCR7
GO: Biological Process	GO:0030029	actin filament-based process	 	1.933E-3	1.000E0	1.683E-2	1.392E-1	8	975	S100A10,ANXA1,MYO1F,TMSB4X,TMSB10,CCR7,MARCKSL1,ACTN1
GO: Biological Process	GO:0045807	positive regulation of endocytosis	 	1.949E-3	1.000E0	1.690E-2	1.398E-1	4	224	ANXA2,B2M,CCR7,LYAR
GO: Biological Process	GO:0002764	immune response-regulating signaling pathway	 	2.031E-3	1.000E0	1.754E-2	1.451E-1	6	561	B2M,FOXP1,CCR7,FYB1,CTSH,LGALS3
GO: Biological Process	GO:0019058	viral life cycle	 	2.135E-3	1.000E0	1.828E-2	1.512E-1	5	385	ANXA2,RPSA,LGALS1,EEF1A1,TNFRSF4
GO: Biological Process	GO:0031349	positive regulation of defense response	 	2.143E-3	1.000E0	1.828E-2	1.512E-1	6	567	B2M,RPS19,CCR7,KLRB1,LGALS1,IL6ST
GO: Biological Process	GO:0000027	ribosomal large subunit assembly	 	2.150E-3	1.000E0	1.828E-2	1.512E-1	2	29	RPLP0,RPL10
GO: Biological Process	GO:1900120	regulation of receptor binding	 	2.150E-3	1.000E0	1.828E-2	1.512E-1	2	29	ANXA2,B2M
GO: Biological Process	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	 	2.268E-3	1.000E0	1.921E-2	1.589E-1	3	110	ANXA1,CCR6,CCR7
GO: Biological Process	GO:0031639	plasminogen activation	 	2.300E-3	1.000E0	1.933E-2	1.599E-1	2	30	S100A10,ANXA2
GO: Biological Process	GO:0031579	membrane raft organization	 	2.300E-3	1.000E0	1.933E-2	1.599E-1	2	30	S100A10,ANXA2
GO: Biological Process	GO:0007010	cytoskeleton organization	 	2.336E-3	1.000E0	1.954E-2	1.617E-1	11	1759	VIM,S100A10,ANXA1,MYO1F,TMSB4X,TMSB10,CCR7,MARCKSL1,ACTN1,YWHAH,SH3BGRL3
GO: Biological Process	GO:1904156	DN3 thymocyte differentiation	 	2.379E-3	1.000E0	1.954E-2	1.617E-1	1	1	CCR6
GO: Biological Process	GO:2000526	positive regulation of glycoprotein biosynthetic process involved in immunological synapse formation	 	2.379E-3	1.000E0	1.954E-2	1.617E-1	1	1	CCR7
GO: Biological Process	GO:1900022	regulation of D-erythro-sphingosine kinase activity	 	2.379E-3	1.000E0	1.954E-2	1.617E-1	1	1	EEF1A1
GO: Biological Process	GO:0038115	chemokine (C-C motif) ligand 19 signaling pathway	 	2.379E-3	1.000E0	1.954E-2	1.617E-1	1	1	CCR7
GO: Biological Process	GO:0034120	positive regulation of erythrocyte aggregation	 	2.379E-3	1.000E0	1.954E-2	1.617E-1	1	1	LGALS1
GO: Biological Process	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	 	2.455E-3	1.000E0	2.002E-2	1.656E-1	2	31	FOXP1,CCR7
GO: Biological Process	GO:0002407	dendritic cell chemotaxis	 	2.455E-3	1.000E0	2.002E-2	1.656E-1	2	31	CCR6,CCR7
GO: Biological Process	GO:1903034	regulation of response to wounding	 	2.465E-3	1.000E0	2.003E-2	1.657E-1	4	239	ANXA1,ANXA2,TMSB10,IL6ST
GO: Biological Process	GO:0042274	ribosomal small subunit biogenesis	 	2.510E-3	1.000E0	2.025E-2	1.674E-1	3	114	RPS19,RPSA,RPS27
GO: Biological Process	GO:0051851	modulation by host of symbiont process	 	2.510E-3	1.000E0	2.025E-2	1.674E-1	3	114	ANXA2,LEF1,EEF1A1
GO: Biological Process	GO:0050851	antigen receptor-mediated signaling pathway	 	2.541E-3	1.000E0	2.042E-2	1.689E-1	4	241	FOXP1,CCR7,FYB1,LGALS3
GO: Biological Process	GO:0090023	positive regulation of neutrophil chemotaxis	 	2.615E-3	1.000E0	2.094E-2	1.732E-1	2	32	SELL,CCR7
GO: Biological Process	GO:0002637	regulation of immunoglobulin production	 	2.637E-3	1.000E0	2.104E-2	1.740E-1	3	116	CD27,FOXP1,TNFRSF4
