Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0048871	multicellular organismal-level homeostasis	 	1.676E-5	3.267E-2	2.493E-4	2.033E-3	12	1169	RPL35A,RPS6,B2M,ACTB,RPS14,ACTG1,CD74,RPS27,RPS29,HBA2,HBB,ITGB1
GO: Biological Process	GO:0016045	detection of bacterium	 	1.723E-5	3.360E-2	2.493E-4	2.033E-3	3	21	HLA-A,HLA-B,HLA-DRB1
GO: Biological Process	GO:0075294	positive regulation by symbiont of entry into host	 	1.723E-5	3.360E-2	2.493E-4	2.033E-3	3	21	HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:0002885	positive regulation of hypersensitivity	 	1.723E-5	3.360E-2	2.493E-4	2.033E-3	3	21	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0046598	positive regulation of viral entry into host cell	 	1.723E-5	3.360E-2	2.493E-4	2.033E-3	3	21	HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:0034109	homotypic cell-cell adhesion	 	1.726E-5	3.366E-2	2.493E-4	2.033E-3	5	133	CLIC1,ACTB,ACTG1,HBB,LGALS1
GO: Biological Process	GO:1903131	mononuclear cell differentiation	 	1.750E-5	3.412E-2	2.509E-4	2.045E-3	9	629	HLA-B,RPS6,HLA-DRB1,B2M,ACTB,CD74,ITGB1,LGALS1,LGALS3
GO: Biological Process	GO:0051250	negative regulation of lymphocyte activation	 	1.934E-5	3.772E-2	2.753E-4	2.245E-3	6	231	HLA-A,HLA-B,HLA-C,HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:0015670	carbon dioxide transport	 	1.992E-5	3.884E-2	2.774E-4	2.262E-3	3	22	HBA1,HBA2,HBB
GO: Biological Process	GO:0032815	negative regulation of natural killer cell activation	 	1.992E-5	3.884E-2	2.774E-4	2.262E-3	3	22	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0032819	positive regulation of natural killer cell proliferation	 	1.992E-5	3.884E-2	2.774E-4	2.262E-3	3	22	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002861	regulation of inflammatory response to antigenic stimulus	 	2.083E-5	4.063E-2	2.881E-4	2.349E-3	4	67	HLA-A,HLA-B,HLA-C,HLA-DRB1
GO: Biological Process	GO:0070663	regulation of leukocyte proliferation	 	2.174E-5	4.239E-2	2.985E-4	2.434E-3	7	354	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:0050865	regulation of cell activation	 	2.217E-5	4.323E-2	3.023E-4	2.465E-3	10	819	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,ACTB,CD74,LGALS1,LGALS3
GO: Biological Process	GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus	 	2.286E-5	4.459E-2	3.096E-4	2.524E-3	3	23	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0043320	natural killer cell degranulation	 	2.609E-5	5.087E-2	3.484E-4	2.841E-3	3	24	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0032817	regulation of natural killer cell proliferation	 	2.609E-5	5.087E-2	3.484E-4	2.841E-3	3	24	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0045321	leukocyte activation	 	2.711E-5	5.286E-2	3.596E-4	2.932E-3	12	1227	HLA-A,HLA-B,HLA-C,HLA-DPB1,RPS6,HLA-DRB1,B2M,ACTB,CD74,ITGB1,LGALS1,LGALS3
GO: Biological Process	GO:0002521	leukocyte differentiation	 	2.781E-5	5.424E-2	3.665E-4	2.988E-3	10	841	HLA-B,ANXA2,RPS6,HLA-DRB1,B2M,ACTB,CD74,ITGB1,LGALS1,LGALS3
GO: Biological Process	GO:0002252	immune effector process	 	2.810E-5	5.479E-2	3.677E-4	2.998E-3	10	842	HLA-A,HLA-B,HLA-C,HLA-DPB1,RPS6,HLA-DRB1,B2M,CD74,LGALS1,LGALS3
GO: Biological Process	GO:0031345	negative regulation of cell projection organization	 	2.950E-5	5.753E-2	3.772E-4	3.075E-3	6	249	HLA-A,HLA-B,HLA-C,B2M,ITGB1,LGALS1
GO: Biological Process	GO:0098543	detection of other organism	 	2.959E-5	5.771E-2	3.772E-4	3.075E-3	3	25	HLA-A,HLA-B,HLA-DRB1
GO: Biological Process	GO:0032736	positive regulation of interleukin-13 production	 	2.959E-5	5.771E-2	3.772E-4	3.075E-3	3	25	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002883	regulation of hypersensitivity	 	2.959E-5	5.771E-2	3.772E-4	3.075E-3	3	25	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002718	regulation of cytokine production involved in immune response	 	3.080E-5	6.007E-2	3.875E-4	3.160E-3	5	150	HLA-A,HLA-B,HLA-C,B2M,CD74
GO: Biological Process	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	 	3.080E-5	6.007E-2	3.875E-4	3.160E-3	5	150	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0042129	regulation of T cell proliferation	 	3.155E-5	6.152E-2	3.944E-4	3.215E-3	6	252	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,LGALS3
GO: Biological Process	GO:0002708	positive regulation of lymphocyte mediated immunity	 	3.282E-5	6.401E-2	4.077E-4	3.324E-3	5	152	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0050777	negative regulation of immune response	 	3.371E-5	6.573E-2	4.146E-4	3.380E-3	6	255	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,LGALS3
GO: Biological Process	GO:0140694	non-membrane-bounded organelle assembly	 	3.381E-5	6.592E-2	4.146E-4	3.380E-3	8	523	RPS5,RPS6,RPS14,ACTG1,RPS23,RPS25,RPS27,ITGB1
GO: Biological Process	GO:0150111	regulation of transepithelial transport	 	3.437E-5	6.702E-2	4.189E-4	3.415E-3	2	4	ACTB,ACTG1
GO: Biological Process	GO:0002819	regulation of adaptive immune response	 	4.006E-5	7.811E-2	4.852E-4	3.956E-3	6	263	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:0001787	natural killer cell proliferation	 	4.194E-5	8.177E-2	5.048E-4	4.115E-3	3	28	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0031341	regulation of cell killing	 	4.321E-5	8.427E-2	5.170E-4	4.215E-3	5	161	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0002695	negative regulation of leukocyte activation	 	4.449E-5	8.675E-2	5.290E-4	4.313E-3	6	268	HLA-A,HLA-B,HLA-C,HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:0002449	lymphocyte mediated immunity	 	4.584E-5	8.939E-2	5.417E-4	4.417E-3	7	398	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:0015669	gas transport	 	4.669E-5	9.105E-2	5.452E-4	4.445E-3	3	29	HBA1,HBA2,HBB
GO: Biological Process	GO:0002863	positive regulation of inflammatory response to antigenic stimulus	 	4.669E-5	9.105E-2	5.452E-4	4.445E-3	3	29	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	 	5.179E-5	1.010E-1	6.012E-4	4.901E-3	3	30	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002377	immunoglobulin production	 	5.345E-5	1.042E-1	6.168E-4	5.029E-3	6	277	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M
GO: Biological Process	GO:1905686	positive regulation of plasma membrane repair	 	5.720E-5	1.115E-1	6.527E-4	5.322E-3	2	5	S100A10,ANXA2
GO: Biological Process	GO:0002524	hypersensitivity	 	5.725E-5	1.116E-1	6.527E-4	5.322E-3	3	31	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002367	cytokine production involved in immune response	 	5.757E-5	1.123E-1	6.527E-4	5.322E-3	5	171	HLA-A,HLA-B,HLA-C,B2M,CD74
GO: Biological Process	GO:1903706	regulation of hemopoiesis	 	5.831E-5	1.137E-1	6.573E-4	5.359E-3	8	565	HLA-B,HLA-DRB1,B2M,ACTB,CD74,HBB,LGALS1,LGALS3
GO: Biological Process	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	 	5.968E-5	1.164E-1	6.688E-4	5.453E-3	7	415	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:0050830	defense response to Gram-positive bacterium	 	6.084E-5	1.186E-1	6.765E-4	5.516E-3	5	173	RPL39,HLA-A,HLA-B,HLA-C,B2M
GO: Biological Process	GO:0048146	positive regulation of fibroblast proliferation	 	6.106E-5	1.191E-1	6.765E-4	5.516E-3	4	88	S100A6,RPS3A,ANXA2,CD74
GO: Biological Process	GO:0002864	regulation of acute inflammatory response to antigenic stimulus	 	6.306E-5	1.230E-1	6.947E-4	5.664E-3	3	32	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:1903532	positive regulation of secretion by cell	 	6.434E-5	1.255E-1	7.049E-4	5.747E-3	7	420	S100A10,HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,LGALS3
GO: Biological Process	GO:0002456	T cell mediated immunity	 	6.601E-5	1.287E-1	7.191E-4	5.863E-3	5	176	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0002705	positive regulation of leukocyte mediated immunity	 	7.151E-5	1.394E-1	7.747E-4	6.316E-3	5	179	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0002702	positive regulation of production of molecular mediator of immune response	 	7.342E-5	1.432E-1	7.909E-4	6.449E-3	5	180	HLA-A,HLA-B,HLA-C,B2M,CD74
GO: Biological Process	GO:0050866	negative regulation of cell activation	 	7.571E-5	1.476E-1	8.079E-4	6.587E-3	6	295	HLA-A,HLA-B,HLA-C,HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:0098581	detection of external biotic stimulus	 	7.582E-5	1.478E-1	8.079E-4	6.587E-3	3	34	HLA-A,HLA-B,HLA-DRB1
GO: Biological Process	GO:0002440	production of molecular mediator of immune response	 	7.902E-5	1.541E-1	8.375E-4	6.828E-3	7	434	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:0042744	hydrogen peroxide catabolic process	 	8.279E-5	1.614E-1	8.726E-4	7.115E-3	3	35	HBA1,HBA2,HBB
GO: Biological Process	GO:0010977	negative regulation of neuron projection development	 	9.015E-5	1.758E-1	9.352E-4	7.624E-3	5	188	HLA-A,HLA-B,HLA-C,B2M,LGALS1
GO: Biological Process	GO:0032656	regulation of interleukin-13 production	 	9.016E-5	1.758E-1	9.352E-4	7.624E-3	3	36	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0043301	negative regulation of leukocyte degranulation	 	9.016E-5	1.758E-1	9.352E-4	7.624E-3	3	36	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0060284	regulation of cell development	 	9.701E-5	1.892E-1	1.001E-3	8.160E-3	11	1181	S100A10,HLA-B,ANXA2,HLA-DRB1,B2M,ACTB,CD74,HBB,ITGB1,LGALS1,LGALS3
GO: Biological Process	GO:0032616	interleukin-13 production	 	9.795E-5	1.910E-1	1.005E-3	8.196E-3	3	37	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0032753	positive regulation of interleukin-4 production	 	1.062E-4	2.070E-1	1.078E-3	8.791E-3	3	38	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	 	1.062E-4	2.070E-1	1.078E-3	8.791E-3	3	38	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0051050	positive regulation of transport	 	1.118E-4	2.181E-1	1.126E-3	9.179E-3	11	1200	S100A10,HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,B2M,ACTB,TMSB4X,ITGB1,LGALS3
GO: Biological Process	GO:0051047	positive regulation of secretion	 	1.120E-4	2.184E-1	1.126E-3	9.179E-3	7	459	S100A10,HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,LGALS3
GO: Biological Process	GO:0070527	platelet aggregation	 	1.127E-4	2.198E-1	1.127E-3	9.190E-3	4	103	CLIC1,ACTB,ACTG1,HBB
GO: Biological Process	GO:0001909	leukocyte mediated cytotoxicity	 	1.178E-4	2.297E-1	1.172E-3	9.554E-3	5	199	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0050792	regulation of viral process	 	1.234E-4	2.407E-1	1.222E-3	9.961E-3	5	201	ANXA2,HLA-DRB1,CD74,PFN1,LGALS1
GO: Biological Process	GO:0050671	positive regulation of lymphocyte proliferation	 	1.263E-4	2.464E-1	1.244E-3	1.014E-2	5	202	HLA-A,HLA-B,HLA-C,HLA-DPB1,CD74
GO: Biological Process	GO:0032946	positive regulation of mononuclear cell proliferation	 	1.354E-4	2.640E-1	1.320E-3	1.076E-2	5	205	HLA-A,HLA-B,HLA-C,HLA-DPB1,CD74
GO: Biological Process	GO:0050729	positive regulation of inflammatory response	 	1.354E-4	2.640E-1	1.320E-3	1.076E-2	5	205	HLA-A,HLA-B,HLA-C,CD74,LGALS1
GO: Biological Process	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	 	1.385E-4	2.700E-1	1.343E-3	1.095E-2	5	206	S100A4,GAPDH,HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:0046635	positive regulation of alpha-beta T cell activation	 	1.403E-4	2.736E-1	1.348E-3	1.099E-2	4	109	HLA-A,HLA-B,HLA-C,HLA-DRB1
GO: Biological Process	GO:0002437	inflammatory response to antigenic stimulus	 	1.403E-4	2.736E-1	1.348E-3	1.099E-2	4	109	HLA-A,HLA-B,HLA-C,HLA-DRB1
GO: Biological Process	GO:0035633	maintenance of blood-brain barrier	 	1.540E-4	3.003E-1	1.465E-3	1.194E-2	3	43	ACTB,ACTG1,ITGB1
GO: Biological Process	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	 	1.540E-4	3.003E-1	1.465E-3	1.194E-2	3	43	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:1905684	regulation of plasma membrane repair	 	1.594E-4	3.108E-1	1.509E-3	1.230E-2	2	8	S100A10,ANXA2
GO: Biological Process	GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	 	1.650E-4	3.217E-1	1.547E-3	1.261E-2	3	44	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0043302	positive regulation of leukocyte degranulation	 	1.650E-4	3.217E-1	1.547E-3	1.261E-2	3	44	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0045185	maintenance of protein location	 	1.725E-4	3.364E-1	1.610E-3	1.312E-2	4	115	TMSB4X,PFN1,LGALS1,LGALS3
GO: Biological Process	GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	 	1.765E-4	3.441E-1	1.639E-3	1.336E-2	3	45	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002716	negative regulation of natural killer cell mediated immunity	 	1.884E-4	3.675E-1	1.733E-3	1.413E-2	3	46	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002719	negative regulation of cytokine production involved in immune response	 	1.884E-4	3.675E-1	1.733E-3	1.413E-2	3	46	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0070665	positive regulation of leukocyte proliferation	 	2.004E-4	3.907E-1	1.823E-3	1.486E-2	5	223	HLA-A,HLA-B,HLA-C,HLA-DPB1,CD74
GO: Biological Process	GO:0002717	positive regulation of natural killer cell mediated immunity	 	2.010E-4	3.919E-1	1.823E-3	1.486E-2	3	47	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002507	tolerance induction	 	2.010E-4	3.919E-1	1.823E-3	1.486E-2	3	47	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0010628	positive regulation of gene expression	 	2.022E-4	3.943E-1	1.826E-3	1.488E-2	12	1512	S100A10,HLA-A,HLA-B,HLA-C,GAPDH,HLA-DPB1,RPS3A,ANXA2,RPS4X,B2M,ACTG1,CD74
GO: Biological Process	GO:2001200	positive regulation of dendritic cell differentiation	 	2.046E-4	3.990E-1	1.839E-3	1.499E-2	2	9	LGALS1,LGALS3
GO: Biological Process	GO:0002323	natural killer cell activation involved in immune response	 	2.140E-4	4.173E-1	1.905E-3	1.553E-2	3	48	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002438	acute inflammatory response to antigenic stimulus	 	2.140E-4	4.173E-1	1.905E-3	1.553E-2	3	48	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0045824	negative regulation of innate immune response	 	2.234E-4	4.356E-1	1.980E-3	1.614E-2	4	123	HLA-A,HLA-B,HLA-C,B2M
GO: Biological Process	GO:0032816	positive regulation of natural killer cell activation	 	2.276E-4	4.437E-1	1.999E-3	1.630E-2	3	49	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0009595	detection of biotic stimulus	 	2.276E-4	4.437E-1	1.999E-3	1.630E-2	3	49	HLA-A,HLA-B,HLA-DRB1
GO: Biological Process	GO:0006364	rRNA processing	 	2.359E-4	4.600E-1	2.063E-3	1.682E-2	5	231	RPL35A,RPS6,RPS14,RPS25,RPS27
GO: Biological Process	GO:0002710	negative regulation of T cell mediated immunity	 	2.417E-4	4.712E-1	2.104E-3	1.715E-2	3	50	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0010756	positive regulation of plasminogen activation	 	2.554E-4	4.980E-1	2.204E-3	1.797E-2	2	10	S100A10,ANXA2
GO: Biological Process	GO:1900122	positive regulation of receptor binding	 	2.554E-4	4.980E-1	2.204E-3	1.797E-2	2	10	ANXA2,B2M
GO: Biological Process	GO:0002706	regulation of lymphocyte mediated immunity	 	2.604E-4	5.078E-1	2.237E-3	1.824E-2	5	236	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0002675	positive regulation of acute inflammatory response	 	2.716E-4	5.295E-1	2.302E-3	1.877E-2	3	52	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:1903306	negative regulation of regulated secretory pathway	 	2.716E-4	5.295E-1	2.302E-3	1.877E-2	3	52	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0001911	negative regulation of leukocyte mediated cytotoxicity	 	2.716E-4	5.295E-1	2.302E-3	1.877E-2	3	52	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002697	regulation of immune effector process	 	2.770E-4	5.402E-1	2.339E-3	1.907E-2	7	532	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,CD74,LGALS3
GO: Biological Process	GO:0002699	positive regulation of immune effector process	 	2.830E-4	5.519E-1	2.358E-3	1.923E-2	6	376	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	 	2.842E-4	5.542E-1	2.358E-3	1.923E-2	4	131	RPL39,GAPDH,B2M,LGALS3
GO: Biological Process	GO:0043149	stress fiber assembly	 	2.842E-4	5.542E-1	2.358E-3	1.923E-2	4	131	S100A10,ACTG1,PFN1,ITGB1
GO: Biological Process	GO:0030038	contractile actin filament bundle assembly	 	2.842E-4	5.542E-1	2.358E-3	1.923E-2	4	131	S100A10,ACTG1,PFN1,ITGB1
GO: Biological Process	GO:0002443	leukocyte mediated immunity	 	2.867E-4	5.590E-1	2.369E-3	1.931E-2	7	535	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:0042060	wound healing	 	3.136E-4	6.115E-1	2.578E-3	2.102E-2	7	543	S100A10,CLIC1,ANXA2,ACTB,ACTG1,HBB,ITGB1
GO: Biological Process	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	 	3.153E-4	6.148E-1	2.578E-3	2.102E-2	5	246	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M
GO: Biological Process	GO:0045087	innate immune response	 	3.160E-4	6.161E-1	2.578E-3	2.102E-2	10	1128	RPL39,HLA-A,HLA-B,HLA-C,GAPDH,HLA-DRB1,B2M,ACTG1,CD74,LGALS3
GO: Biological Process	GO:0050727	regulation of inflammatory response	 	3.206E-4	6.252E-1	2.605E-3	2.124E-2	7	545	HLA-A,HLA-B,HLA-C,HLA-DRB1,TMSB4X,CD74,LGALS1
GO: Biological Process	GO:0046641	positive regulation of alpha-beta T cell proliferation	 	3.383E-4	6.597E-1	2.736E-3	2.231E-2	3	56	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:1902107	positive regulation of leukocyte differentiation	 	3.395E-4	6.621E-1	2.736E-3	2.231E-2	5	250	HLA-DRB1,ACTB,CD74,LGALS1,LGALS3
GO: Biological Process	GO:0048145	regulation of fibroblast proliferation	 	3.465E-4	6.757E-1	2.781E-3	2.267E-2	4	138	S100A6,RPS3A,ANXA2,CD74
GO: Biological Process	GO:0002700	regulation of production of molecular mediator of immune response	 	3.522E-4	6.867E-1	2.803E-3	2.285E-2	5	252	HLA-A,HLA-B,HLA-C,B2M,CD74
GO: Biological Process	GO:1903708	positive regulation of hemopoiesis	 	3.522E-4	6.867E-1	2.803E-3	2.285E-2	5	252	HLA-DRB1,ACTB,CD74,LGALS1,LGALS3
GO: Biological Process	GO:0036037	CD8-positive, alpha-beta T cell activation	 	3.565E-4	6.952E-1	2.826E-3	2.304E-2	3	57	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0080134	regulation of response to stress	 	3.608E-4	7.036E-1	2.849E-3	2.323E-2	13	1858	HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,B2M,ACTB,ACTG1,TMSB4X,CD74,HBB,ITGB1,LGALS1
GO: Biological Process	GO:0022618	protein-RNA complex assembly	 	3.718E-4	7.250E-1	2.913E-3	2.375E-2	5	255	RPS5,RPS6,RPS14,RPS25,RPS27
GO: Biological Process	GO:0042989	sequestering of actin monomers	 	3.734E-4	7.282E-1	2.913E-3	2.375E-2	2	12	TMSB4X,PFN1
GO: Biological Process	GO:0045657	positive regulation of monocyte differentiation	 	3.734E-4	7.282E-1	2.913E-3	2.375E-2	2	12	HLA-DRB1,CD74
GO: Biological Process	GO:0044403	biological process involved in symbiotic interaction	 	4.095E-4	7.985E-1	3.181E-3	2.594E-2	6	403	GAPDH,ANXA2,HLA-DRB1,CD74,ITGB1,LGALS1
GO: Biological Process	GO:0031342	negative regulation of cell killing	 	4.148E-4	8.089E-1	3.203E-3	2.611E-2	3	60	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0030098	lymphocyte differentiation	 	4.155E-4	8.103E-1	3.203E-3	2.611E-2	7	569	RPS6,HLA-DRB1,B2M,ACTB,CD74,ITGB1,LGALS1
GO: Biological Process	GO:0071826	protein-RNA complex organization	 	4.281E-4	8.349E-1	3.287E-3	2.680E-2	5	263	RPS5,RPS6,RPS14,RPS25,RPS27
GO: Biological Process	GO:0001765	membrane raft assembly	 	4.406E-4	8.592E-1	3.370E-3	2.747E-2	2	13	S100A10,ANXA2
GO: Biological Process	GO:0030100	regulation of endocytosis	 	4.544E-4	8.861E-1	3.440E-3	2.805E-2	6	411	ANXA2,B2M,ACTB,ACTG1,ITGB1,LGALS3
GO: Biological Process	GO:0002714	positive regulation of B cell mediated immunity	 	4.569E-4	8.909E-1	3.440E-3	2.805E-2	3	62	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0002891	positive regulation of immunoglobulin mediated immune response	 	4.569E-4	8.909E-1	3.440E-3	2.805E-2	3	62	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0046596	regulation of viral entry into host cell	 	4.569E-4	8.909E-1	3.440E-3	2.805E-2	3	62	HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:0002833	positive regulation of response to biotic stimulus	 	4.968E-4	9.687E-1	3.726E-3	3.038E-2	6	418	HLA-A,HLA-B,HLA-C,HLA-DRB1,B2M,CD74
GO: Biological Process	GO:0002701	negative regulation of production of molecular mediator of immune response	 	5.016E-4	9.781E-1	3.733E-3	3.044E-2	3	64	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0097028	dendritic cell differentiation	 	5.016E-4	9.781E-1	3.733E-3	3.044E-2	3	64	HLA-B,LGALS1,LGALS3
GO: Biological Process	GO:0042102	positive regulation of T cell proliferation	 	5.247E-4	1.000E0	3.878E-3	3.162E-2	4	154	HLA-A,HLA-B,HLA-C,HLA-DPB1
GO: Biological Process	GO:0045920	negative regulation of exocytosis	 	5.250E-4	1.000E0	3.878E-3	3.162E-2	3	65	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0017157	regulation of exocytosis	 	5.510E-4	1.000E0	4.054E-3	3.306E-2	5	278	S100A10,HLA-A,HLA-B,HLA-C,ANXA2
GO: Biological Process	GO:0007596	blood coagulation	 	5.600E-4	1.000E0	4.090E-3	3.335E-2	5	279	CLIC1,ANXA2,ACTB,ACTG1,HBB
GO: Biological Process	GO:0016072	rRNA metabolic process	 	5.600E-4	1.000E0	4.090E-3	3.335E-2	5	279	RPL35A,RPS6,RPS14,RPS25,RPS27
GO: Biological Process	GO:0046634	regulation of alpha-beta T cell activation	 	5.643E-4	1.000E0	4.106E-3	3.347E-2	4	157	HLA-A,HLA-B,HLA-C,HLA-DRB1
GO: Biological Process	GO:0051707	response to other organism	 	5.782E-4	1.000E0	4.191E-3	3.417E-2	13	1951	S100A6,CD52,RPL39,HLA-A,HLA-B,HLA-C,GAPDH,HLA-DRB1,B2M,ACTG1,CD74,HBA2,LGALS3
GO: Biological Process	GO:0043207	response to external biotic stimulus	 	5.896E-4	1.000E0	4.255E-3	3.469E-2	13	1955	S100A6,CD52,RPL39,HLA-A,HLA-B,HLA-C,GAPDH,HLA-DRB1,B2M,ACTG1,CD74,HBA2,LGALS3
GO: Biological Process	GO:0002424	T cell mediated immune response to tumor cell	 	5.913E-4	1.000E0	4.255E-3	3.469E-2	2	15	HLA-A,HLA-DRB1
GO: Biological Process	GO:0043122	regulation of canonical NF-kappaB signal transduction	 	5.973E-4	1.000E0	4.282E-3	3.491E-2	5	283	S100A4,GAPDH,HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:0002286	T cell activation involved in immune response	 	6.058E-4	1.000E0	4.327E-3	3.528E-2	4	160	RPS6,HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:0001819	positive regulation of cytokine production	 	6.108E-4	1.000E0	4.347E-3	3.544E-2	7	607	HLA-A,HLA-B,HLA-C,GAPDH,HLA-DPB1,B2M,CD74
GO: Biological Process	GO:0048144	fibroblast proliferation	 	6.202E-4	1.000E0	4.394E-3	3.583E-2	4	161	S100A6,RPS3A,ANXA2,CD74
GO: Biological Process	GO:0052372	modulation by symbiont of entry into host	 	6.255E-4	1.000E0	4.394E-3	3.583E-2	3	69	HLA-DRB1,CD74,LGALS1
GO: Biological Process	GO:0007599	hemostasis	 	6.264E-4	1.000E0	4.394E-3	3.583E-2	5	286	CLIC1,ANXA2,ACTB,ACTG1,HBB
GO: Biological Process	GO:0050817	coagulation	 	6.264E-4	1.000E0	4.394E-3	3.583E-2	5	286	CLIC1,ANXA2,ACTB,ACTG1,HBB
GO: Biological Process	GO:0002684	positive regulation of immune system process	 	6.460E-4	1.000E0	4.515E-3	3.681E-2	10	1235	HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,B2M,ACTB,CD74,LGALS1,LGALS3
